"name"	"type"	"edition"	"rarity"	"value"	"suit"	"cost"	"upkeep"	"control"	"influence"	"bullet"	"stud"	"start"	"outfit"	"text"
"Rocket Boots"	"goods"	"MoH"	"C"	9	"H"	1	0	0	0		"no"			"Gadget Difficulty: 4Noon: If this Dude is at a Strike, boot the Rocket Boots to move this Dude to another Strike. Ace any non-Gadget Horse attached to this Dude."
"Warwick's Gavel"	"goods"	"MoH"	"R"	10	"H"	4	0	0	0		"no"			"UniqueWarwick's Gavel has no ghost rock cost when being attached to Henry Warwick.Noon: Target a Wanted Dude. That Dude becomes un-Wanted.Noon: Target a Dude under the effects of the Jail. That Dude is returned to play and sent home booted."
"Time Vision Goggles"	"goods"	"MoH"	"R"	"A"	"H"	3	0	0	0		"no"			"Gadget Difficulty: 6Reaction Pull: Boot the Time Vision Goggles when another player reveals an Event. If the pull is red, the Event resolves as if you had put it into play instead."
"Acid Gun"	"goods"	"MoH"	"U"	"J"	"H"	3	0	0	0	1	"no"			"Weapon. Gadget Difficulty: 4Shootout Pull: If the pull is black, this Dude has his or her Bullet rating reduced by 1 (minimum 0) and is a Draw for this round of the shootout. If the pull is red, this Dude gains a +2 Bullet bonus and is a Stud for this round of the shootout."
"Telescopic Pistol Sight"	"goods"	"MoH"	"U"	7	"H"	2	0	0	0		"no"			"Gadget Difficulty: 5Shootout: Boot the Telescopic Pistol Sight. When your next Draw hand is revealed, the suit of all of the cards in the hand is changed to Clubs. This makes your next Draw hand an illegal hand regardless or the cards therein."
"Bull Whip"	"goods"	"MoH"	"C"	2	"H"	3	0	0	0		"no"			"Noon: Boot this Dude to boot another Dude at this location."
"Ectoplasmic Calcifier"	"goods"	"MoH"	"R"	5	"H"	2	0	0	0	"*"	"no"			"Weapon. Gadget Difficulty: 6While one or more Terrors are in the opposing posse during a shootout, this Dude is a Stud and gains a Bullet bonus equal to his or her Mad Scientist rating."
"Double-Barreled Shotgun"	"goods"	"MoH"	"C"	"J"	"H"	5	0	0	0	2	"no"			"Shootout: Ace any one opposing Dude whose value is equal to or lower than this Dude's Bullet rating."
"Choking Gas"	"goods"	"MoH"	"C"	"Q"	"H"	1	0	0	0		"no"			"Gadget Difficulty: 4Noon Pull: Ace the Choking Gas. All Dudes at this location with a value less than the pull must boot and go home."
"Electrostatic Pump Gun"	"goods"	"MoH"	"U"	8	"H"	2	0	0	0	1	"no"			"Weapon. Gadget Difficulty: 5Shootout: This Dude gains a +1 Bullet bonus until the end of the shootout.Shootout: This Dude gains a +1 Bullet bonus until the end of the shootout."
"Dream Catcher"	"goods"	"MoH"	"R"	4	"H"	3	0	0	0		"no"			"Terrors cannot call out this Dude. Terrors in the same location as this Dude have their Bullet rating and Influence decreased by 1 (minimum 0)."
"Sawed-off Shotgun"	"goods"	"MoH"	"C"	6	"H"	0	0	0	0	-1	"no"			"This Dude is a Stud while the Sawed-Off Shotgun is ready. The Sawed-Off Shotgun decreases the Dude's Bullet rating by 1 (minimum 0)."
"Lucky Rabbit's Foot"	"goods"	"PRO"	"P"	7	"H"	4	0	0	0	0	"no"			"Reaction: Ace the Lucky Rabbit's Foot after Draw hands have been drawn but before they have been revealed for a shootout this Dude is in. Discard your Draw hand and draw another hand using all of the same bonuses to the number of cards drawn and discarded."
"Jack's Left Shooter"	"goods"	"PRO"	"P"	7	"H"	5	0	0	0	1	"no"			"Unique * Weapon * The Left Shooter can be attached to Black Jack without cost. Noon: Call out a dude at this location, even if your dude is booted. Your dude cannot use any other weapons for this Shootout except Jack's Right Shooter."
"Auto-Incendiary Bullets"	"goods"	"Rev"	"C"	"5H"		5					"no"			"Bullet. Gadget Difficulty: 5 The Auto-Incendiary Bullets' ghost rock cost cannot be lowered. Shootout: Ace Auto-Incendiary Bullets. Ace an opposing Dude."
"Mask"	"goods"	"Rev"	"C"	"9H"		2					"no"			"This Dude does not become Wanted for joining a posse in a shootout at another player's Private location."
"Cold-Iron Bullets"	"goods"	"Rev"	"C"	"6H"		1					"no"			"Bullet Shootout: Discard Cold-Iron Bullets. Ace an opposing Huckster."
"Magnum Bullets"	"goods"	"Rev"	"C"	"9H"		1					"no"			"Bullet Shootout: Discard Magnum Bullets. Until the shootout ends, negate card effects that prevent opposing Dudes from being aced."
"Lemat Pistol"	"goods"	"Rev"	"C"	"4H"		1					"no"			"Weapon. Shotgun Shootout: Discard the Lemat Pistol. Ace an opposing Dude with a value less than or equal to this Dude's Bullet rating."
"Reckoner's Bullet"	"goods"	"Rev"	"R1"	"2H"		8					"no"			"Unique Bullet. Only a Terror with a ready Weapon attached can attach the Reckoner's Bullet. The ghost rock cost of the Reckoner's Bullet cannot be lowered. Shootout: Ace the Reckoner's Bullet. Ace an opposing Dude."
"Spare Chamber"	"goods"	"Rev"	"R2"	"JH"		1					"no"			"Reaction: Immediately after a Bullet card attached to this Dude is discarded or aced, discard the Spare Chamber. Reattach the Bullet card to this dude."
"Infared Spectacles"	"goods"	"Rev"	"C"	"10H"		2					"no"			"Gadget Difficulty: 6 Reaction: Immediately after this Dude moves to a location to call out a Dude at the location, boot the Infrared Spectacles. The target cannot refuse the call-out."
"Silver Bullets"	"goods"	"Rev"	"C"	"5H"		1					"no"			"Bullet Shootout: Discard Silver Bullets. Ace an opposing Abomination."
"Deer-Stalkin' Hat"	"goods"	"Rev"	"R1"	"10H"		0					"no"			"Noon: This Dude moves to a location that contains a Wanted Dude."
"Pipe"	"goods"	"Rev"	"C"	"QH"		1					"no"			"Noon: Boot this Dude at an in-town Deed. Until after Nightfall, each Dude at the Deed has -1 Influence."
"Roll of Dimes"	"goods"	"Rev"	"R2"	"7H"		2					"no"			"Bullet Reaction: Immediately before this Dude takes an action on one of his or her attached cards with ""Shotgun"" in the title or with the Shotgun trait, ace the Roll o' Dimes. This Dude gains a +5 Bullet bonus until the action ends."
"Bone-Tipped Bullets"	"goods"	"Rev"	"C"	"10H"		1					"no"			"Bullet Shootout: Discard Bone-Tipped Bullets. Ace an opposing Blessed Dude."
"Spurs"	"goods"	"Rev"	"C"	"JH"		3					"no"			"No Dude may attach more than one Spurs. This Dude gains +1 Influence while at an in-town location.Noon: Unboot a non-Gadget Horse attached to this Dude. You may take each action on the Horse an extra time this turn, if you already took it this turn."
"Autogyro"	"goods"	"Rev"	"R1"	"7H"		4					"no"			"Horse. Gadget Difficulty: 6 Noon: Boot the Autogyro to move this Dude to another location. Noon: Boot the Autogyro to move this Dude and another Dude at this Dude's location to another location."
"Psychic Projector"	"goods"	"Rev"	"R2"	"4H"		2					"no"			"Gadget Difficulty: 4 Noon: Boot this Dude. Target another Dude in play. Until after Nightfall, the target Dude gains Influence equal to this Dude's Influence. Until after nightfall, lower this Dude's Influence to 0."
"Peace Pipe"	"goods"	"Rev"	"R1"	"KH"		1					"no"			"Mystical. Only a Shaman can attach the Peace Pipe. Reaction: Immediately before this Shaman pulls for a Spirit, discard the Peace Pipe. Double the Shaman's Shaman rating for the pull."
"Holy Bullets"	"goods"	"Rev"	"R2"	"8H"		2					"no"			"Bullet Shootout: Discard Holy Bullets. Ace an opposing Harrowed Dude. The Dude's controller does not make the Harrowed pull."
"Magic Bus"	"goods"	"Rev"	"R1"	"8H"		2					"no"			"Horse. Gadget Difficulty: 7 Shootout: Boot the Magic Bus to move this Dude and any of your other Dudes at this Dude's location to the shootout's location. They join your posse."
"Pocket Watch"	"goods"	"RoS"	"C"	"10H"		1					"no"			"Gadget Difficulty: 4 Reaction: When High Noon begins, boot the Pocket Watch. Take a Noon action before the Winner's first Noon action."
"Radar"	"goods"	"RoS"	"R"	"8H"		2					"no"			"Gadget Difficulty: 7 Reaction: Immediately after a Dude moves, boot the RADAR. Move this Dude to the same location."
"The Ammo-Matic"	"goods"	"RoS"	"R"	"JH"		2				1	"no"			"Weapon. Gadget Difficulty: 5 Shootout: Once per shootout round, give the Ammo-matic a +1 Bullet bonus until the shootout ends."
"Chainsaw"	"goods"	"RoS"	"C"	"AH"		1					"no"			"Gadget Difficulty: 4 Shootout: Ace a Goods in the opposing posse."
"Tool Belt"	"goods"	"RoS"	"C"	"9H"		0					"no"			"Reaction: When bringing a Deed into play, boot this Dude. Gain 2 ghost rock, which you may use to pay for the Deed."
"Walkin' Stick"	"goods"	"RoS"	"C"	"QH"		1					"no"			"Noon: Move this Dude to an adjacent location."
"Zapper"	"goods"	"RoS"	"U"	"KH"		2					"no"			"Weapon. Gadget Difficulty: 5 Shootout: Target an opposing Dude. The Dude cannot be his or her posse's shooter if another Dude can, and the Dude does not contribute the one-card Draw or Stud bonus to the shooter."
"Bank Draft"	"goods"	"RoS"	"C"	"2H"		1					"no"			"If this Dude has an Upkeep cost over 0, lower the Upkeep cost by 1."
"Trick Deck"	"goods"	"RoS"	"C"	"2H"		0					"no"			"Shootout: Your opponent must draw and show you his or her hand before you draw. Your first revealed Draw hand is automatically considered illegal."
"Ammo Belt"	"goods"	"RoS"	"C"	"8H"		1					"no"			"This Dude's Bullet rating cannot be changed to a Draw and cannot be reduced by an opponent's Shootout action."
"Mystical Bag"	"goods"	"RoS"	"U"	"6H"		1					"no"			"Mystical Mystical Goods being attached to this Dude from your Play hand cost 3 less ghost rock."
"The Evidence"	"goods"	"RoS"	"C"	"5H"		1					"no"			"Noon: Discard The Evidence. Target a Wanted Dude in play. The Dude becomes non-Wanted. Noon: Ace The Evidence and pay 2 ghost rock. Target a non-Wanted Dude in play. The Dude becomes Wanted."
"Blue Jeans"	"goods"	"RoS"	"C"	"3H"		1					"no"			"This Dude's Influence cannot be reduced in any way."
"Pale Horse"	"goods"	"RoS"	"R"	"7H"		5					"no"			"Unique Abomination Mystical Horse Noon: Move this Dude to another location. Shootout: Move this Dude into the current shootout, ignoring movement restrictions."
"Whateley Family Bible"	"goods"	"RoS"	"R"	"KH"		6					"no"			"Unique. Mystical. The Whateley Family Bible has no ghost rock cost if being attached to Wilhelmina Whateley. Terrors at this Dude's location (including this Dude if he or she is a Terror) have a +1 Bullet bonus, +1 Influence, and a +1 to each skill."
"Bolt-Action Rifle"	"goods"	"RoS"	"C"	"4H"		3				1	"yes"			"Weapon This Dude is a Stud."
"Shadow Walk"	"hexes"	4	"C"	5	"H"	0	0	0	0		"no"			"Noon Hex 4: If this Hex is successful, move this Huckster to any location in play.Reaction Hex 6: If this Hex is successful when a posse is being formed or moved, then this Huckster joins the posse, regardless of location."
"Mind Twist"	"hexes"	4	"R"	"A"	"H"	0	0	0	0		"no"			"Noon Hex X: Boot this Huckster. The difficulty of this Hex is three times the target's Influence. If the Hex is successful, the target in play has his or her Influence reduced by two (minimum zero) until after nightfall."
"Soul Blast"	"hexes"	4	"C"	2	"H"	0	0	0	0		"no"			"Shootout Hex X: The difficulty of this Hex is an opposing Dude's value plus bullets. If this Hex is successful, the target is booted and sent home. If the Hex is successful by more than 5 points, the target is aced as well. If you pull an ace or Joker, the Huckster is also aced."
"Missed Me!"	"hexes"	4	"R"	"J"	"H"	0	0	0	0		"no"			"Shootout Hex 5: If this Hex is successful, then one is subtracted from the number of Dudes in your posse that must be aced in this round of the combat."
"Blood Curse"	"hexes"	4	"R"	10	"H"	0	0	0	0		"no"			"Noon Hex 8: If this Hex is successful, one dude in play has a -1 Bullet and -1 Influence penalty until after nightfall.Shootout Hex 9: If this Hex is successful, one dude in this shootout has a -2 Bullet penalty until nightfall."
"Texas Twister"	"hexes"	4	"C"	3	"H"	0	0	0	0		"no"			"Noon Hex 5: If this Hex is successful, boot one Dude at an adjacent location.Noon Hex X: If this Hex is successful, boot any one Dude in play. The difficulty of the Hex is the target's value plus Influence."
"Helpin' Hand"	"hexes"	4	"C"	8	"H"	0	0	0	0		"no"			"Reaction Hex X: Boot this Huckster when a dude is aced. The difficulty of this Hex is equal to the Dude's value plus Influence plus bullets. If the Hex is successful, the Dude is not aced, but is moved home booted."
"Shadow Man"	"hexes"	5	"R"	4	"H"	0	0	0	0		"no"			"Noon Hex 5: If this Hex is successful, this Huckster cannot be targeted by other players' actions until after nightfall."
"Corporeal Twist"	"hexes"	5	"R"	"Q"	"H"	0	0	0	0		"no"			"Shootout Hex 5: If the Hex is successful, one opposing dude has his Bullets reduced by two for this Shootout.Shootout Hex 9: If the Hex is successful, one opposing dude has his Bullets reduced to zero for this Shootout."
"Phantom Fingers"	"hexes"	6	"C"	6	"H"	0	0	0	0		"no"			"Noon Hex 7: If this Hex is successful, take any one goods on a Dude in an adjacent location and give it to this Huckster if she can hold it.Shootout Hex 8: If this Hex is successful, take any one weapon attached to an opposing Dude and give it to this Huckster if she can hold it."
"Hunch"	"hexes"	6	"R"	"K"	"H"	0	0	0	0		"no"			"Noon Hex X: Boot this Huckster. The difficulty of this Hex is double the number of cards you want to look at. If this Hex is successful, look at the top X cards of any player's deck. You may put one of those cards on the bottom of the deck or the top of the discard pile."
"Puppet"	"hexes"	7	"C"	9	"H"	0	0	0	0		"no"			"Noon Hex X: The difficulty of this Hex is equal to the value plus Influence plus bullets of a dude at this Huckster's location. If this Hex is successful, you take control of the dude until after nightfall."
"Bolts O' Doom"	"hexes"	9	"C"	4	"H"	0	0	0	0		"no"			"Shootout Hex 5: Raise this Huckster's Bullet rating by two until the end of the shootout."
"Deal With The Devil"	"hexes"	"Ash"	"U"	"9H"		0					"no"			"Noon Hex 8: If this Hex succeeds, this Huckster gains a +5 Influence bonus until after Nightfall. Ace this Dude after Nightfall."
"Drawin' A Blank"	"hexes"	"Ash"	"U"	"5H"		0					"no"			"Noon Hex 6: Target a Spell in this location. If this Hex succeeds, discard the Spell."
"Bad Blood"	"hexes"	"Ash"	"R"	"JH"		0					"no"			"Noon Hex 8: Target the highest value Dude controlled by another player. If this Hex succeeds, ace this Hex, and the target Dude is cursed: the next player to ace the Dude with an action or in a shootout gains 1 Victory Point."
"Brimstone"	"hexes"	"Ash"	"C"	"8H"		0					"no"			"Noon Hex X: Target this or an adjacent location and declare a difficulty for the Hex. If the Hex succeeds, Dudes may not move to the target location until after Nightfall unless the Dude's controller discards a card from his or her Play hand with a value higher than the difficulty."
"Faustian Deal"	"hexes"	"E4E"	"R"	"AH"		0					"no"			"Noon Hex 10: Target one of your other Dudes in the same location as this Huckster. If the Hex succeeds, the target Dude gains the Skill: Huckster: 1 and becomes a Stud until the end of the game. If the Hex fails, the target Dude is removed from play, and no other copies of the Dude may enter play for the rest of the game."
"Banish"	"hexes"	"E4E"	"U"	"3H"		0					"no"			"Shootout Hex X: Target a Dude in the opposing posse. X is the Value of the Dude. If the Hex succeeds, the Dude's text box is blank until the end of the shootout."
"Spirit Walk"	"hexes"	"E4E"	"C"	"QH"		0					"no"			"Noon Hex 6: If this Hex succeeds, then until after Nightfall, your next illegal Draw hand may not be targeted by Cheatin'! cards. Instead, you must ace one of your Dudes when you reveal your next illegal Draw hand."
"Martyr's Mirror"	"hexes"	"MoH"	"R"	"Q"	"H"	0	0	0	0		"no"			"Shootout Hex 8: If this Hex succeeds, this Huckster's Bullet rating is increased to equal the Bullet rating of one Dude in the opposing posse."
"Pact with Darkness"	"hexes"	"MoH"	"U"	"A"	"H"	0	0	0	0		"no"			"Reaction Hex X: This Hex's Difficulty equals a target Abomination's value. Perform this Hex at the beginning of the Upkeep Phase. If this Hex succeeds, the Abomination's Upkeep is reduced to 0 for this turn.Noon Hex X: This Hex's Difficulty equals twice a target Abomination's value. If this Hex succeeds, the Abomination's Upkeep cost is 0 while this Huckster is in play."
"Dark Protection"	"hexes"	"MoH"	"C"	4	"H"	2	0	0	0		"no"			"Reaction Hex X: Boot this Huckster when Draw hands are compared in a shootout he or she is in. The Difficulty of this Hex is equal to the opponent's hand rank. If this Hex succeeds, none of your Dudes has to be aced as a result of this round of the shootout."
"Kentucky Windage"	"hexes"	"MoH"	"C"	"K"	"H"	0	0	0	0		"no"			"Shootout Hex 5: If this Hex succeeds, target one Dude in the opposing posse. Any restrictions on acing the target Dude are removed until the end of the shootout, and no new such restriction can be placed on the target Dude for the rest of the shootout."
"Bash"	"hexes"	"MoH"	"C"	6	"H"	0	0	0	0		"no"			"Shootout Hex X: The Difficulty of this Hex is equal to the value of a target Goods in the opposing posse. If this Hex succeeds, the Goods is aced."
"Groom"	"hexes"	"MoH"	"C"	5	"H"	0	0	0	0		"no"			"Noon Hex 6: If this Hex succeeds, this Huckster gains a +1 Influence bonus until after Nightfall."
"Sympathy for the Devil"	"hexes"	"MoH"	"R"	7	"H"	0	0	0	0		"no"			"Noon Hex X: This Hex's Difficulty is the value plus twice the Influence of an opponent's Dude at this location. Ace this Hex. This Huckster calls out the Dude, who cannot refuse. No other Dudes can join. Make the Hex pull if the Dude is aced in the shootout. If the Hex succeeds, gain Victory Points equal to the Dude's Influence and remove the Dude from play. No copy of the Dude can enter play this game."
"Demon's Eye"	"hexes"	"PB"	"FR"	2	"H"	0	0	0	0		"no"			"Hex Noon 7: If this Hex is successful, discard any or all cards in your hand. Hex Noon 10: Boot this Huckster. If this Hex is successful, discard any or all cards in your hand and draw up to your maximum hand size."
"Mark of Famine"	"hexes"	"Rev"	"C"	"4H"		0					"no"			"Noon Hex 6: Boot this Huckster. Target a Deed in play. If this Hex succeeds, lower the Deed's Production to 0 until the next High Noon."
"Mark of Pestilence"	"hexes"	"Rev"	"C"	"2H"		0					"no"			"Noon Hex X: Target a Dude at this Huckster's or an adjacent location. X is the Dude's value. If this Hex succeeds, lower the Dude's value by 1 at the end of each High Noon for the rest of the game. If the Dude's value drops below A, ace the Dude, who goes to Boot Hill and cannot return to play in any way. Discard this card."
"Mark Of Death"	"hexes"	"Rev"	"R1"	"AH"		0					"no"			"Unique Shootout Hex 12: If this Hex succeeds, ace an opposing Dude. Discard this card."
"Mark Of War"	"hexes"	"Rev"	"R1"	"3H"		0					"no"			"Noon Hex 10: If this Hex succeeds, Dudes cannot refuse call-outs until after Nightfall. Discard this card."
"Looking Glass"	"hexes"	"Rev"	"C"	"7H"		0					"no"			"Noon Hex 6: If this Huckster is at an in-town Deed and this Hex succeeds, then until after Nightfall your Dudes are adjacent to all other in-town Deeds while at the Deed."
"Stayin' Put"	"hexes"	"Rev"	"C"	"JH"		0					"no"			"Reaction Hex 4: When one of your Dudes joins a posse, cast this Hex. If this Hex succeeds, another player's card effects cannot remove the Dude from the shootout."
"Knicknevin's Deal"	"hexes"	"RoS"	"R"	"2H"		0					"no"			"Noon Hex X: Boot this Huckster. X is the value of a Dude in Boot Hill. If this Hex succeeds, return the Dude to play under your control, Harrowed. Ace this card."
"Soul In A Bottle"	"hexes"	"RoS"	"R"	"10H"		0					"no"			"Noon Hex X: Boot this Huckster. Target a Dude at this Huckster's location. X is the Dude's value. If this Hex succeeds, turn the Dude face-down; the Dude is out of play (except for uniqueness) until after Nightfall this turn."
"Black Cat"	"hexes"	"RoS"	"C"	"9H"		0					"no"			"Reaction Hex 6: Immediately before a Dude makes a skill pull, cast this Hex. If this Hex succeeds, the skill fails unless the Dude makes two consecutive, successful pulls."
"Suzy Goes Berserk"	"hexes"	"RoS"	"C"	"7H"		0					"no"			"Shootout Hex X: If the opposing posse has more than one Dude, boot this Huckster. Target a Dude in the posse. X is the Dude's value plus Bullet rating plus Influence. If this Hex succeeds, the Dude comes under your control and begins a shootout against the rest of his or her posse. The new shootout ends after one round; control of the Dude returns to the other player, and the original shootout resumes."
"Fleeting Memories"	"hexes"	"RoS"	"R"	"8H"		0					"no"			"Noon Hex 6: If this Hex succeeds, choose an action printed on a Dude in play. The Dude cannot take the action until after Nightfall."
"Nightmare Realm"	"hexes"	"RoS"	"C"	"KH"		0					"no"			"Noon Hex X: X is the Fear level. If this Hex succeeds, raise the Fear level by 1 until the end of the turn and discard this Hex."
"Mirror, Mirror"	"hexes"	"RoS"	"U"	"10H"		0					"no"			"Noon Hex 6: If this Hex succeeds, this Huckster copies the Influence or Bullet rating of a Dude at this or an adjacent location, until after Nightfall."
"Corporate Headquarters"	"improvements"	"Ash"	"R"	8		4					"no"			"Improvement You may bring Dudes into play at this Deed. When a card or game effect sends one of your Dudes home, you may move them to this Deed instead."
"Harvesting Plots"	"improvements"	"Ash"	"U"	6		2					"no"			"Improvement Dudes aced in a shootout at this Deed make a pull as if they were Harrowed. If the Dude remains in play due to the pull, he or she gains the Harrowed trait, permanently."
"Demon's Den"	"improvements"	"Ash"	"C"	3		1					"no"			"Improvement May only be attached to a Public Deed. This Deed is Private."
"Founder's Memorial"	"improvements"	"Ash"	"U"	7		2	1				"no"			"Improvement. Unique Founder's Memorial may only be attached to an in-town Deed. The controller of this Deed has a +2 Influence bonus for their total during Nightfall."
"Union Armory"	"improvements"	"Ash"	"U"	6		2					"no"			"Improvement Union Armory may be attached to your home. Controller Shootout: Target one of your Dudes in a shootout at this or an adjacent location. The Dude is a Stud until after Nightfall."
"Secret Passages"	"improvements"	"Ash"	"C"	2		2					"no"			"Improvement Owner Noon: Target one of your Dudes at this location. Move the Dude to an adjacent location."
"Indoor Plumbing"	"improvements"	"Ash"	"R"	9		4					"no"			"Improvement In-Door Plumbing may only be attached to an in-town Deed. Dudes moving to this Deed for the first time during a turn do not have to boot."
"Rats In The Walls"	"improvements"	"Ash"	"C"	3		1					"no"			"Improvement Rats in the Walls may be attached to your home. Harrowed Dudes aced in this location do not perform a Harrowed pull."
"Gatling Emplacement"	"improvements"	"Ash"	"R"	4		4					"no"			"Improvement Gatling Emplacement may be attached to your home. Controller Shootout: Target one of your Dudes in a shootout at this location. Boot the Dude to give him or her a +3 Bullet bonus until after Nightfall."
"Sepulcher"	"improvements"	"E4E"	"R"	3		4					"no"			"Unique. Improvement During each round of a shootout at this location, immediately before casualties are aced, both players must ace one Dude in their posse."
"Night Sentry"	"improvements"	"E4E"	"U"	6		1					"no"			"Improvement Owner Shootout: A Sentry joins your posse for the duration of this shootout. The Sentry is a 1 Stud, 0 Influence, ace-Value token Dude. Remove the token Dude from play after the shootout."
"Abomination Pit"	"improvements"	"E4E"	"U"	"J"		4					"no"			"Improvement While there is at least one Terror at this location, the Fear level is increased by 1 (maximum 10)."
"Interior Decorating"	"improvements"	"E4E"	"C"	6		1	1				"no"			"Improvement This Improvement may only be attached to an in-town Deed with production greater than zero."
"Spring Cleaning"	"improvements"	"E4E"	"U"	9		1					"no"			"Improvement Controller Noon: Name a Value (A through K). This Deed has that Value until after Nightfall."
"Well Of Souls"	"improvements"	"E4E"	"R"	9		3					"no"			"Unique. Improvement You must boot a Blessed Dude to put this Improvement into play. This Improvement may only be attached to an in-town Deed. Dudes aced at this location are not aced, but are discarded instead. If the Dude is a Blessed, the Dude is sent home booted."
"Sewer Tunnels"	"improvements"	"E4E"	"U"	9		2					"no"			"Improvement This Improvement may only be attached to an in-town Deed. Wanted Dudes in this location gain a +1 Influence bonus."
"Recruiter"	"improvements"	"E4E"	"R"	10		2					"no"			"Unique. Improvement This Improvement may only be attached to your Home. Any Dudes from your outfit that you bring into play have their ghost rock cost reduced by 1 (minimum 0)."
"No Way Out!"	"improvements"	"E4E"	"C"	"J"		2					"no"			"Improvement Call outs occurring at this location may not be refused without a card effect."
"Sidewalk"	"improvements"	"Rev"	"C"	"A"		1	0				"no"			"Non-Unique Improvement Dudes can move to an adjacent location from this one without booting, but must boot if they move back to this location the same turn."
"Homeless Joe"	"improvements"	"Rev"	"R1"	3		1					"no"			"Improvement Controller Noon: If you have less than four cards in your hand, draw a card."
"Pump"	"improvements"	"Rev"	"R2"	5		1	0		1		"no"			"Improvement The Pump can only be attached to a Strike worth at least 1 Control Point. Raise the Control Points of the Pump's Deed by 1."
"Brewery"	"improvements"	"Rev"	"R2"	"Q"		1	2				"no"			"Improvement The Brewery can only be attached to a Saloon. The Brewery's Deed gains +2 production."
"Faro Table"	"improvements"	"Rev"	"C"	8		1	0	1			"no"			"Improvement The Faro Table can only be attached to a Casino or Saloon. The Faro Table's Deed gains +1 Control Points."
"Front Porch"	"improvements"	"Rev"	"C"	2		1	0				"no"			"Non-Unique Improvement Dudes at this location who can move to the Town Square can call out Dudes at adjacent locations who can move to the Town Square. If such a call-out is accepted, both Dudes move to the Town Square before posses form. The shootout takes place at the Town Square."
"Gas Lamp"	"improvements"	"Rev"	"R1"	6		1	0				"no"			"Improvement The Gas Lamp can only be attached to the Town Square. Each player can have any number of Gas Lamps in play. Card memory does not apply to Gas Lamps.Each Abomination in the Town Square has a -1 Bullet penalty."
"Stained-Glass Windows"	"improvements"	"Rev"	"C"	10		1					"no"			"Improvement. Stained-Glass Windows can only be attached to an in-town Deed.During a shootout at this location, any player with a Dude in the shootout may, as a Shootout action, throw the fight through the window into the Town Square: discard Stained-Glass Windows and move both posses to the Town Square, ignoring movement restrictions; any Dudes at the Town Square can immediately join a posse."
"Piano Player"	"improvements"	"Rev"	"C"	9		1	2				"no"			"Improvement The Piano Player can only be attached to a Brothel. The Piano Player's Deed gains +2 Production."
"Second Story"	"improvements"	"RoS"	"U"	"J"		3	0	1			"no"			"Improvement The Second Story can only be attached to an in-town Deed worth at least 1 Control Point."
"Bulletproof Glass"	"improvements"	"RoS"	"R"	9		2	0				"no"			"Unique Improvement You must control a Mad Scientist to bring Bulletproof Glass into play. Your Dudes at this location cannot be called out without a card effect."
"Conveyor Belt"	"improvements"	"RoS"	"C"	4		1	0				"no"			"Improvement The Conveyor Belt can only be attached to a Strike. The Strike gains +1 Production."
"Complaint Window"	"improvements"	"RoS"	"R"	6		1	0				"no"			"Improvement The Complaint Window can only be attached to a Government Deed. The Complaint Window lowers the Deed's Upkeep cost to 0."
"Rope Bridge"	"improvements"	"RoS"	"C"	"Q"		1	0				"no"			"Improvement The Rope Bridge can only be attached to a Strike. Opponents' card effects cannot send home or remove from the shootout Dudes in a shootout at this location."
"Bedrock"	"improvements"	"RoS"	"C"	10		2	0				"no"			"Improvement Bedrock can only be attached to a Strike, but you can attach it to a Strike you do not own or control. Bedrock lowers the Strike's Production to +1, and the Production cannot be increased."
"Balcony"	"improvements"	"RoS"	"C"	"A"		1	0				"no"			"Improvement Dudes at this location can join shootouts at adjacent locations without moving or booting, even if booted."
"Runnin' Water"	"improvements"	"RoS"	"C"	"K"		3	0				"no"			"Improvement Runnin' Water's Deed has the ability ""Controller Noon: Boot this Deed. Unboot a Dude at this location."""
"Long Hallways"	"improvements"	"RoS"	"C"	3		1	0				"no"			"Improvement Long Hallways can only be attached to an in-town Deed. Locations two locations away from this one on your street are adjacent to this one."
"Weapons Locker"	"improvements"	"RoS"	"C"	8		1	0				"no"			"Improvement Dudes at this location can have more than one ready Weapon. If Dudes leave this location or the Locker leaves play, each Dude with more than one ready Weapon must choose a single ready Weapon."
"Basement"	"improvements"	"RoS"	"C"	2		1	0				"no"			"Improvement The Basement cannot be attached to a Strike. Terrors gain +1 Influence while at this location."
"Iron Gate"	"improvements"	"RoS"	"C"	5		1	0				"no"			"Improvement Dudes must boot to move to this location."
"Sacrifice"	"miracles"	7	"C"	5	"H"	0	0	0	0		"no"			"Noon Miracle 6: Boot this blessed. If this Miracle is successful, straighten one dude in play."
"Consecrate Armament"	"miracles"	8	"C"	"A"	"H"	0	0	0	0		"no"			"Noon Miracle 3: If this Miracle is successful, give a +1 bullet bonus to any weapon in play (and makes it mystical) until after nightfall.Noon Miracle 7: If this Miracle is successful, give a +2 bullet bonus to any weapon in play (and makes it mystical) until after nightfall."
"Calm"	"miracles"	8	"R"	"K"	"H"	0	0	0	0		"no"			"Shootout Miracle X: The difficulty of this miracle is the value of the highest value dude in the opposing posse. If this Miracle is successful, the Shootout is canceled, and both posses are sent home, booted."
"Test Of Faith"	"miracles"	8	"C"	10	"H"	0	0	0	0		"no"			"Shootout Miracle 5: If this Miracle is successful, this Blessed's bullet rating is increased to be equal to his or her Influence and becomes a stud, until the end of this shootout."
